East_m,North_m,Depth_m
568086.091,4470779.079,1.422
568086.449,4470779.071,1.434
568086.841,4470779.087,1.493
568087.268,4470779.077,1.539
568087.741,4470779.04,1.569
568088.207,4470779.002,1.62
568088.637,4470778.971,1.671
568089.048,4470778.926,1.72
568089.41,4470778.859,1.755
568089.795,4470778.776,1.794
568090.159,4470778.671,1.82
568090.508,4470778.542,1.883
568090.842,4470778.41,1.983
568091.159,4470778.257,2.018
568091.455,4470778.101,2.059
568091.738,4470777.932,2.09
568092.033,4470777.758,2.159
568092.361,4470777.578,2.191
568092.701,4470777.376,2.168
568093.034,4470777.149,2.161
568093.353,4470776.934,2.191
568093.659,4470776.731,2.206
568093.977,4470776.538,2.21
568094.317,4470776.302,2.23
568094.653,4470776.021,2.207
568094.998,4470775.778,2.2
568095.292,4470775.549,2.26
568095.567,4470775.319,2.28
568095.834,4470775.107,2.239
568096.076,4470774.881,2.227
568096.295,4470774.624,2.226
568096.517,4470774.354,2.188
568096.765,4470774.152,2.208
568097.002,4470773.909,2.275
568097.185,4470773.599,2.266
568097.408,4470773.346,2.285
568097.672,4470773.201,2.323
568098.016,4470773.137,2.325
568098.44,4470773.1,2.31
568098.909,4470773.12,2.276
568099.44,4470773.248,2.276
568099.997,4470773.471,2.378
568100.444,4470773.674,2.427
568100.836,4470773.897,2.444
568101.199,4470774.06,2.424
568101.555,4470774.221,2.464
568101.931,4470774.385,2.493
568102.348,4470774.545,2.519
568102.802,4470774.669,2.533
568103.269,4470774.815,2.506
568103.796,4470774.936,2.526
568104.349,4470775.045,2.519
568104.887,4470775.106,2.512
568105.376,4470775.138,2.526
568105.756,4470775.183,2.535
568106.052,4470775.163,2.539
568106.31,4470775.103,2.522
568106.563,4470774.978,2.509
568106.775,4470774.814,2.516
568106.95,4470774.64,2.487
568107.085,4470774.485,2.483
568107.213,4470774.329,2.491
568107.341,4470774.171,2.48
568107.506,4470773.952,2.486
568107.736,4470773.716,2.513
568107.953,4470773.439,2.499
568108.185,4470773.148,2.503
568108.439,4470772.865,2.537
568108.682,4470772.595,2.535
568108.908,4470772.292,2.527
568109.134,4470771.967,2.523
568109.361,4470771.647,2.53
568109.589,4470771.302,2.519
568109.785,4470770.93,2.503
568109.967,4470770.57,2.549
568110.126,4470770.231,2.549
568110.271,4470769.888,2.543
568110.444,4470769.566,2.571
568110.62,4470769.267,2.568
568110.768,4470768.929,2.568
568110.924,4470768.567,2.569
568111.116,4470768.212,2.556
568111.348,4470767.912,2.578
568111.594,4470767.599,2.599
568111.89,4470767.319,2.595
568112.304,4470767.13,2.556
568112.743,4470766.968,2.519
568113.183,4470766.876,2.552
568113.61,4470766.814,2.637
568114.045,4470766.75,2.634
568114.467,4470766.719,2.644
568114.875,4470766.741,2.624
568115.344,4470766.76,2.634
568115.893,4470766.782,2.615
568116.479,4470766.816,2.595
568117.071,4470766.872,2.618
568117.627,4470766.937,2.621
568118.142,4470766.975,2.606
568118.621,4470766.974,2.654
568119.06,4470766.926,2.638
568119.425,4470766.867,2.654
568119.787,4470766.794,2.678
568120.104,4470766.653,2.68
568120.415,4470766.532,2.677
568120.719,4470766.37,2.687
568121.061,4470766.167,2.658
568121.417,4470765.923,2.667
568121.78,4470765.673,2.662
568122.169,4470765.423,2.693
568122.569,4470765.146,2.673
568122.989,4470764.852,2.726
568123.42,4470764.51,2.734
568123.826,4470764.181,2.717
568124.206,4470763.872,2.75
568124.573,4470763.558,2.783
568124.929,4470763.209,2.763
568125.22,4470762.833,2.766
568125.514,4470762.519,2.793
568125.801,4470762.171,2.819
568126.11,4470761.822,2.835
568126.409,4470761.459,2.848
568126.716,4470761.099,2.858
568127.022,4470760.707,2.851
568127.35,4470760.304,2.861
568127.685,4470759.901,2.879
568128.016,4470759.51,2.862
568128.34,4470759.128,2.829
568128.654,4470758.757,2.822
568129.029,4470758.428,2.825
568129.426,4470758.146,2.842
568129.86,4470757.94,2.831
568130.329,4470757.786,2.836
568130.875,4470757.68,2.864
568131.46,4470757.595,2.865
568132.076,4470757.561,2.895
568132.693,4470757.523,2.92
568133.297,4470757.503,2.927
568133.85,4470757.515,2.96
568134.399,4470757.53,2.97
568134.978,4470757.553,2.971
568135.585,4470757.608,2.956
568136.193,4470757.709,2.927
568136.838,4470757.817,2.941
568137.487,4470757.934,2.948
568138.112,4470758.078,2.914
568138.659,4470758.234,2.892
568139.101,4470758.353,2.924
568139.45,4470758.435,2.954
568139.762,4470758.48,2.996
568140.108,4470758.518,3.022
568140.466,4470758.525,3.016
568140.897,4470758.559,2.981
568141.378,4470758.502,2.958
568141.858,4470758.39,2.935
568142.322,4470758.28,2.958
568142.756,4470758.128,2.969
568143.166,4470757.946,2.97
568143.596,4470757.738,2.918
568143.943,4470757.531,2.9
568144.211,4470757.336,2.887
568144.444,4470757.191,2.888
568144.673,4470757.05,2.904
568144.937,4470756.898,2.905
568145.24,4470756.757,2.888
568145.578,4470756.614,2.908
568145.897,4470756.453,2.904
568146.219,4470756.265,2.911
568146.508,4470756.072,2.943
568146.802,4470755.838,2.966
568147.091,4470755.567,2.987
568147.368,4470755.262,3.01
568147.644,4470754.951,3.033
568147.902,4470754.619,3.081
568148.171,4470754.285,3.096
568148.422,4470753.971,3.106
568148.653,4470753.629,3.092
568148.892,4470753.3,3.111
568149.123,4470752.967,3.096
568149.332,4470752.61,3.098
568149.568,4470752.299,3.081
568149.823,4470752.021,3.109
568150.185,4470751.849,3.127
568150.577,4470751.685,3.145
568150.979,4470751.552,3.141
568151.437,4470751.489,3.132
568151.922,4470751.44,3.144
568152.421,4470751.438,3.164
568152.935,4470751.456,3.148
568153.497,4470751.498,3.128
568154.1,4470751.524,3.076
568154.724,4470751.554,3.082
568155.351,4470751.586,3.088
568155.915,4470751.611,3.073
568156.404,4470751.581,3.019
568156.949,4470751.508,2.796
568157.549,4470751.363,2.713
568158.162,4470751.21,2.66
568158.788,4470751.021,2.749
568159.492,4470750.778,2.785
568160.243,4470750.486,2.579
568161.024,4470750.188,2.53
568161.767,4470749.937,2.673
568162.512,4470749.709,2.72
568163.231,4470749.468,2.657
568163.884,4470749.201,2.631
568164.531,4470748.936,2.644
568165.131,4470748.707,2.582
568165.776,4470748.523,2.514
568166.452,4470748.32,2.589
568167.187,4470748.139,2.592
568167.963,4470747.963,2.616
568168.781,4470747.732,2.552
568169.645,4470747.546,2.612
568170.53,4470747.407,2.635
568171.391,4470747.303,2.661
568172.155,4470747.278,2.609
568172.838,4470747.318,2.627
568173.354,4470747.368,2.632
568173.711,4470747.495,2.652
568173.891,4470747.582,2.654
568173.929,4470747.656,2.618
568173.851,4470747.7,2.609
568173.686,4470747.742,2.652
568173.437,4470747.75,2.671
568173.13,4470747.781,2.566
568172.78,4470747.815,2.563
568172.412,4470747.881,2.585
568171.985,4470747.985,2.615
568171.533,4470748.126,2.624
568171.077,4470748.298,2.601
568170.633,4470748.544,2.585
568170.212,4470748.821,2.536
568169.829,4470749.117,2.491
568169.437,4470749.456,2.464
568169.027,4470749.77,2.513
568168.574,4470750.093,2.519
568168.128,4470750.395,2.526
568167.653,4470750.655,2.543
568167.155,4470750.894,2.502
568166.654,4470751.079,2.514
568166.137,4470751.195,2.473
568165.58,4470751.306,2.566
568165.045,4470751.376,2.641
568164.501,4470751.454,2.571
568163.958,4470751.502,2.575
568163.443,4470751.572,2.73
568162.915,4470751.631,2.819
568162.379,4470751.674,2.5
568161.85,4470751.729,2.461
568161.34,4470751.781,2.546
568160.832,4470751.829,2.642
568160.33,4470751.893,2.785
568159.849,4470751.961,2.836
568159.346,4470752.037,2.714
568158.825,4470752.082,2.776
568158.301,4470752.119,2.825
568157.763,4470752.185,2.802
568157.216,4470752.254,2.907
568156.654,4470752.314,3.063
568156.045,4470752.396,3.085
568155.443,4470752.536,3.06
568154.869,4470752.727,3.095
568154.247,4470753.005,3.148
568153.589,4470753.261,3.155
568152.962,4470753.492,3.154
568152.396,4470753.701,3.206
568151.84,4470753.926,3.184
568151.27,4470754.183,3.184
568150.653,4470754.445,3.158
568149.956,4470754.678,3.158
568149.257,4470754.924,3.127
568148.549,4470755.18,3.102
568147.859,4470755.413,3.023
568147.134,4470755.665,2.967
568146.403,4470755.907,2.914
568145.676,4470756.148,2.901
568144.973,4470756.369,2.881
568144.28,4470756.563,2.868
568143.601,4470756.779,2.904
568142.889,4470756.998,2.901
568142.161,4470757.212,2.897
568141.424,4470757.427,2.898
568140.74,4470757.671,2.981
568140.044,4470757.909,2.987
568139.334,4470758.137,2.927
568138.648,4470758.369,2.892
568137.962,4470758.623,2.928
568137.249,4470758.874,2.928
568136.559,4470759.115,2.946
568135.873,4470759.358,2.941
568135.162,4470759.598,2.937
568134.439,4470759.829,2.941
568133.706,4470760.062,2.947
568132.955,4470760.277,2.921
568132.167,4470760.473,2.908
568131.373,4470760.622,2.898
568130.568,4470760.751,2.888
568129.811,4470760.894,2.882
568129.147,4470761.074,2.885
568128.545,4470761.338,2.822
568127.949,4470761.654,2.783
568127.338,4470761.981,2.815
568126.731,4470762.328,2.828
568126.16,4470762.655,2.802
568125.617,4470762.978,2.744
568125.039,4470763.299,2.766
568124.455,4470763.598,2.75
568123.873,4470763.875,2.704
568123.293,4470764.095,2.716
568122.717,4470764.316,2.704
568122.151,4470764.488,2.678
568121.622,4470764.652,2.671
568121.12,4470764.813,2.662
568120.594,4470764.985,2.628
568120.047,4470765.098,2.634
568119.495,4470765.213,2.635
568118.974,4470765.262,2.654
568118.429,4470765.269,2.651
568117.884,4470765.305,2.642
568117.329,4470765.367,2.632
568116.783,4470765.573,2.612
568116.319,4470765.905,2.599
568115.931,4470766.361,2.624
568115.61,4470766.824,2.628
568115.344,4470767.234,2.631
568115.074,4470767.565,2.621
568114.756,4470767.839,2.638
568114.425,4470768.071,2.618
568114.049,4470768.231,2.595
568113.582,4470768.332,2.628
568113.068,4470768.367,2.635
568112.509,4470768.37,2.615
568111.905,4470768.322,2.596
568111.268,4470768.253,2.576
568110.624,4470768.234,2.559
568109.984,4470768.286,2.464
568109.32,4470768.423,2.53
568108.58,4470768.588,2.507
568107.825,4470768.826,2.51
568107.057,4470769.082,2.454
568106.354,4470769.425,2.48
568105.638,4470769.762,2.471
568104.887,4470770.116,2.454
568104.158,4470770.462,2.457
568103.446,4470770.794,2.44
568102.726,4470771.132,2.425
568101.998,4470771.462,2.421
568101.252,4470771.774,2.418
568100.501,4470772.085,2.362
568099.767,4470772.402,2.339
568099.043,4470772.724,2.292
568098.319,4470773.068,2.306
568097.601,4470773.401,2.289
568096.839,4470773.752,2.247
568096.104,4470774.105,2.231
568095.478,4470774.479,2.214
568094.883,4470774.87,2.24
568094.32,4470775.305,2.174
568093.743,4470775.754,2.107
568093.117,4470776.23,2.133
568092.503,4470776.663,2.112
568091.945,4470777.044,2.161
568091.372,4470777.382,2.105
568090.825,4470777.656,1.962
568090.253,4470777.88,1.927
568089.707,4470778.071,1.817
568089.161,4470778.183,1.75
568088.592,4470778.233,1.702
568088.032,4470778.242,1.661
568087.518,4470778.21,1.567
568087.016,4470778.116,1.487
568086.545,4470778.002,1.472
568086.101,4470777.844,1.521
568085.721,4470777.672,1.488
568085.377,4470777.479,1.445
568085.129,4470777.296,1.442
568084.96,4470777.139,1.46
568084.927,4470777.015,1.459
568084.966,4470776.888,1.454
568085.138,4470776.765,1.465
568085.445,4470776.609,1.483
568085.839,4470776.429,1.513
568086.349,4470776.265,1.557
568086.943,4470776.071,1.587
568087.523,4470775.926,1.648
568088.074,4470775.803,1.707
568088.578,4470775.728,1.806
568089.028,4470775.682,1.891
568089.476,4470775.637,1.899
568089.901,4470775.622,1.909
568090.292,4470775.605,1.944
568090.705,4470775.62,1.998
568091.132,4470775.645,2.039
568091.608,4470775.672,2.056
568092.162,4470775.68,2.098
568092.752,4470775.67,2.113
568093.39,4470775.668,2.128
568094.036,4470775.629,2.18
568094.657,4470775.6,2.229
568095.218,4470775.596,2.262
568095.799,4470775.529,2.266
568096.401,4470775.434,2.287
568096.988,4470775.378,2.241
568097.579,4470775.352,2.277
568098.218,4470775.328,2.329
568098.943,4470775.255,2.388
568099.672,4470775.193,2.428
568100.393,4470775.129,2.454
568101.098,4470775.029,2.473
568101.777,4470774.878,2.47
568102.485,4470774.703,2.529
568103.197,4470774.571,2.48
568103.935,4470774.432,2.519
568104.702,4470774.275,2.47
568105.529,4470774.091,2.46
568106.345,4470773.925,2.48
568107.112,4470773.724,2.499
568107.812,4470773.448,2.494
568108.456,4470773.148,2.536
568109.065,4470772.82,2.543
568109.677,4470772.517,2.526
568110.329,4470772.255,2.553
568110.989,4470772.03,2.559
568111.689,4470771.81,2.595
568112.425,4470771.581,2.632
568113.196,4470771.34,2.629
568113.984,4470771.093,2.618
568114.751,4470770.904,2.627
568115.468,4470770.737,2.644
568116.15,4470770.598,2.651
568116.781,4470770.477,2.657
568117.422,4470770.34,2.664
568118.074,4470770.159,2.602
568118.696,4470770.017,2.627
568119.291,4470769.895,2.628
568119.864,4470769.769,2.667
568120.432,4470769.623,2.701
568121.013,4470769.444,2.707
568121.567,4470769.216,2.7
568122.11,4470768.916,2.704
568122.66,4470768.529,2.684
568123.223,4470768.112,2.707
568123.778,4470767.715,2.723
568124.354,4470767.313,2.733
568124.947,4470766.892,2.759
568125.502,4470766.455,2.756
568126.072,4470766.067,2.759
568126.62,4470765.73,2.815
568127.165,4470765.485,2.782
568127.728,4470765.273,2.785
568128.312,4470765.075,2.766
568128.892,4470764.916,2.802
568129.445,4470764.753,2.829
568129.946,4470764.652,2.869
568130.459,4470764.581,2.891
568131.038,4470764.438,2.894
568131.669,4470764.26,2.935
568132.34,4470764.111,2.904
568133.021,4470763.995,2.938
568133.694,4470763.888,2.944
568134.343,4470763.755,2.966
568134.97,4470763.551,2.976
568135.559,4470763.304,2.973
568136.102,4470763.011,2.954
568136.543,4470762.701,2.905
568136.9,4470762.412,2.914
568137.227,4470762.09,2.914
568137.537,4470761.723,2.918
568137.827,4470761.36,2.95
568138.153,4470760.985,2.937
568138.489,4470760.602,2.924
568138.875,4470760.216,2.94
568139.344,4470759.854,2.987
568139.855,4470759.47,3.026
568140.406,4470759.081,3.053
568140.936,4470758.703,3.002
568141.438,4470758.389,2.96
568141.928,4470758.094,2.927
568142.442,4470757.793,2.948
568142.962,4470757.513,2.947
568143.46,4470757.249,2.911
568143.981,4470757.016,2.904
568144.534,4470756.803,2.885
568145.143,4470756.583,2.888
568145.831,4470756.382,2.891
568146.523,4470756.222,2.93
568147.184,4470756.085,2.97
568147.802,4470755.937,3.027
568148.351,4470755.77,3.094
568148.837,4470755.569,3.125
568149.283,4470755.281,3.125
568149.727,4470754.915,3.165
568150.206,4470754.558,3.162
568150.711,4470754.231,3.173
568151.289,4470753.892,3.2
568151.94,4470753.551,3.2
568152.686,4470753.18,3.161
568153.468,4470752.823,3.164
568154.253,4470752.466,3.102
568155.027,4470752.13,3.083
568155.758,4470751.83,3.062
568156.48,4470751.565,2.947
568157.212,4470751.311,2.697
568157.968,4470751.107,2.66
568158.734,4470750.946,2.746
568159.529,4470750.798,2.714
568160.377,4470750.626,2.539
568161.234,4470750.453,2.543
568162.088,4470750.304,2.681
568162.927,4470750.239,2.559
568163.717,4470750.184,2.536
568164.469,4470750.097,2.599
568165.185,4470749.984,2.602
568165.848,4470749.835,2.572
568166.49,4470749.646,2.566
568167.103,4470749.436,2.546
568167.684,4470749.242,2.512
568168.266,4470749.036,2.507
568168.872,4470748.828,2.503
568169.541,4470748.703,2.532
568170.222,4470748.607,2.579
568170.987,4470748.515,2.612
568171.74,4470748.428,2.589
568172.426,4470748.426,2.595
568172.966,4470748.527,2.654
568173.328,4470748.663,2.504
568173.485,4470748.777,2.5
568173.463,4470748.863,2.497
568173.303,4470748.857,2.504
568173.028,4470748.759,2.644
568172.678,4470748.562,2.595
568172.29,4470748.341,2.599
568171.807,4470748.145,2.625
568171.24,4470748.129,2.621
568170.708,4470748.189,2.582
568170.206,4470748.361,2.566
568169.721,4470748.636,2.519
568169.257,4470748.974,2.454
568168.792,4470749.328,2.506
568168.291,4470749.697,2.516
568167.771,4470750.076,2.536
568167.232,4470750.451,2.545
568166.66,4470750.829,2.513
568166.13,4470751.157,2.476
568165.673,4470751.475,2.552
568165.192,4470751.764,2.579
568164.679,4470752.023,2.549
568164.143,4470752.266,2.681
568163.583,4470752.494,2.833
568162.978,4470752.679,2.635
568162.326,4470752.822,2.469
568161.634,4470752.96,2.536
568160.918,4470753.085,2.81
568160.188,4470753.192,2.848
568159.455,4470753.33,2.714
568158.727,4470753.454,2.734
568158.05,4470753.593,2.697
568157.408,4470753.742,2.889
568156.782,4470753.907,3.079
568156.123,4470754.055,3.141
568155.415,4470754.197,3.148
568154.665,4470754.362,3.137
568153.895,4470754.512,3.168
568153.119,4470754.674,3.193
568152.356,4470754.863,3.203
568151.588,4470755.076,3.241
568150.812,4470755.298,3.214
568150.01,4470755.568,3.168
568149.177,4470755.836,3.109
568148.335,4470756.097,3.052
568147.551,4470756.388,2.987
568146.744,4470756.674,2.934
568145.928,4470756.934,2.924
568145.104,4470757.192,2.904
568144.278,4470757.454,2.891
568143.458,4470757.747,2.95
568142.65,4470758.062,2.961
568141.881,4470758.359,2.947
568141.08,4470758.658,3.033
568140.236,4470758.939,3.026
568139.371,4470759.2,2.967
568138.514,4470759.448,2.918
568137.674,4470759.668,2.915
568136.88,4470759.861,2.937
568136.12,4470760.021,2.946
568135.348,4470760.184,2.941
568134.567,4470760.351,2.935
568133.815,4470760.533,2.94
568133.06,4470760.717,2.933
568132.331,4470760.883,2.924
568131.632,4470761.054,2.9
568130.985,4470761.259,2.865
568130.326,4470761.488,2.912
568129.597,4470761.7,2.881
568128.819,4470761.893,2.845
568128.041,4470762.092,2.782
568127.276,4470762.291,2.803
568126.511,4470762.525,2.819
568125.744,4470762.795,2.769
568125.012,4470763.076,2.756
568124.268,4470763.353,2.734
568123.541,4470763.61,2.707
568122.861,4470763.867,2.707
568122.197,4470764.091,2.674
568121.557,4470764.294,2.658
568120.929,4470764.472,2.664
568120.293,4470764.631,2.627
568119.631,4470764.752,2.632
568118.937,4470764.868,2.674
568118.217,4470764.954,2.658
568117.495,4470765.035,2.628
568116.755,4470765.145,2.648
568116.015,4470765.285,2.596
568115.284,4470765.452,2.594
568114.554,4470765.655,2.629
568113.827,4470765.907,2.595
568113.059,4470766.152,2.558
568112.373,4470766.441,2.535
568111.734,4470766.764,2.579
568111.122,4470767.123,2.562
568110.474,4470767.52,2.53
568109.803,4470767.929,2.43
568109.162,4470768.372,2.519
568108.499,4470768.785,2.516
568107.809,4470769.179,2.497
568107.105,4470769.591,2.467
568106.391,4470770.01,2.497
568105.656,4470770.466,2.474
568104.893,4470770.929,2.473
568104.083,4470771.368,2.45
568103.323,4470771.802,2.435
568102.63,4470772.26,2.464
568101.866,4470772.739,2.447
568101.018,4470773.195,2.441
568100.17,4470773.628,2.404
568099.316,4470774.016,2.366
568098.472,4470774.388,2.287
568097.581,4470774.731,2.253
568096.667,4470775.06,2.276
568095.749,4470775.383,2.266
568094.822,4470775.698,2.158
568093.995,4470776.053,2.177
568093.21,4470776.451,2.197
